"There are no printable documents related to selected orders","選択された注文に紐付く印刷可能なデータはありません"
"Print Orders","注文印刷"
"Are you sure to print the selected sales orders?","選択した注文を印刷してもよろしいですか？"
"Regular font file","標準フォントファイル"
"Bold font file","太字フォントファイル"
"Italic font file","斜体フォントファイル"
"PDF font settings","PDFフォント設定"
"Please specify font file path<br/> (ex. lib/LinLibertineFont/LinLibertineC_Re-2.8.0.ttf)","フォントファイルのパスを指定してください<br/>(例：lib/LinLibertineFont/LinLibertineC_Re-2.8.0.ttf)"
