Customers Who Bought This Also Bought,これを買った人はこんな商品も買っています
Check items to add to the cart or,Check items to add to the cart or
select all,すべて選択
unselect all,全て選択解除
Add to Wishlist,お気に入りに追加
Who Bought This Also Bought,これを買った人はこんな商品も買っています
General Options,一般設定
Enabled,有効
Show products from one category only,1カテゴリ１商品のみ
Products to display,商品に表示
Process orders,注文プロセス
Shopping Cart Block,ショッピングカートブロック
Yes,はい
No,いいえ
Add to Cart,カートに入れる
